year,ls_number,ac_id,name,party,gender,caste,portfolio,rank,appointment_begin,appointment_end,house,constituency,pid,State,start_source,end_source,comments,type_begin,type_end,dyn,comments
1999,13,,ARJUN SETHI,BJD,M,,Water Resources,CM,27-05-2000,22-05-2004,Lok Sabha,BHADRAK,13_Odisha_3_0_1,Odisha,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1666.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1469.pdf,,mid_term,end_of_term,1,His son Avimanyu Sethi is a member of BJP
1991,10,,ARJUN SINGH,INC,M,,Human Resource Development,CM,21-06-1991,24-12-1994,Lok Sabha,SATNA,10_Madhya_Pradesh_8_0_1,Madhya_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1537.pdf,,start_of_term,mid_term,0,
2004,14,15,ARJUN SINGH,BJP,M,1 RAJPUT,Human Resource Development,CM,22-05-2004,22-05-2009,Lok Sabha,BARRACKPORE,17_West_Bengal_15_0_1,West_Bengal,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,start_of_term,end_of_term,0,
1999,13,,ARUN JAITLEY,BJP,M,UC,Information and Broadcasting,MoS(IC),13-10-1999,30-09-2000,Rajya Sabha,NA,NA ,Gujarat,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1751.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1673.pdf,,start_of_term,mid_term,,
1999,13,,ARUN JAITLEY,BJP,M,UC,Disinvestment,MoS(IC),10-12-1999,24-07-2000,Rajya Sabha,NA,NA ,Gujarat,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1755.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1668.pdf,,mid_term,mid_term,,
1999,13,,ARUN JAITLEY,BJP,M,UC,"Law, Justice, and Company Affairs",MoS(IC),24-07-2000,07-11-2000,Rajya Sabha,NA,NA ,Gujarat,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1668.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1677.pdf,,mid_term,mid_term,,
1999,13,,ARUN JAITLEY,BJP,M,UC,Shipping,CM,07-11-2000,01-09-2001,Rajya Sabha,NA,NA ,Gujarat,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1677.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1690.pdf,,mid_term,mid_term,,
1999,13,,ARUN JAITLEY,BJP,M,UC,"Law, Justice, and Company Affairs",CM,07-11-2000,01-07-2002,Rajya Sabha,NA,NA ,Gujarat,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1677.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1702.pdf,,mid_term,mid_term,,
1999,13,,ARUN JAITLEY,BJP,M,UC,Law and Justice,CM,29-01-2003,22-05-2004,Rajya Sabha,NA,NA ,Gujarat,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1712.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1469.pdf,,mid_term,end_of_term,,
1999,13,,ARUN JAITLEY,BJP,M,UC,Commerce and Industry,CM,29-01-2003,22-05-2004,Rajya Sabha,NA,NA ,Gujarat,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1712.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1469.pdf,,mid_term,end_of_term,,
2014,16,,ARUN JAITLEY,BJP,M,UC,Corporate Affairs,CM,27-05-2014,03-04-2018,Rajya Sabha,NA,NA ,Gujarat,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1782.pdf,Rajya Sabha Former Members List,change of state in Rajya Sabha,start_of_term,end_of_term,,
2014,16,,ARUN JAITLEY,BJP,M,UC,Corporate Affairs,CM,03-04-2018,30-05-2019,Rajya Sabha,NA,NA ,Uttar_Pradesh,Rajya Sabha Former Members List,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1856.pdf,Change of state in Rajya Sabha,changed_state_in_RS,end_of_term,,
2014,16,,ARUN JAITLEY,BJP,M,UC,Defence,CM,27-05-2014,09-11-2014,Rajya Sabha,NA,NA ,Gujarat,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1782.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_10.pdf,,start_of_term,mid_term,,
2014,16,,ARUN JAITLEY,BJP,M,UC,Defence,CM,13-03-2017,03-09-2017,Rajya Sabha,NA,NA ,Gujarat,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1194.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1269.pdf,,mid_term,mid_term,,
2014,16,,ARUN JAITLEY,BJP,M,UC,Finance,CM,27-05-2014,03-04-2018,Rajya Sabha,NA,NA ,Gujarat,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1782.pdf,Rajya Sabha Former Members List,change of state in Rajya Sabha,start_of_term,end_of_term,,
2014,16,,ARUN JAITLEY,BJP,M,UC,Finance,CM,03-04-2018,30-05-2019,Rajya Sabha,NA,NA ,Uttar_Pradesh,Rajya Sabha Former Members List,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1856.pdf,Change of state in Rajya Sabha,changed_state_in_RS,end_of_term,,
2014,16,,ARUN JAITLEY,BJP,M,UC,Information and Broadcasting,CM,09-11-2014,05-07-2016,Rajya Sabha,NA,NA ,Gujarat,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_10.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_6.pdf,,mid_term,mid_term,,
2014,16,,ARUN JAITLEY,BJP,M,UC,Minister Without Portfolio,CM,14-05-2018,23-08-2018,Rajya Sabha,NA,NA ,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1420.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1494.pdf,,mid_term,mid_term,,
2014,16,,ARUN JAITLEY,BJP,M,UC,Minister Without Portfolio,CM,23-01-2019,15-02-2019,Rajya Sabha,NA,NA ,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1786.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1809.pdf,,mid_term,mid_term,,
1999,13,,ARUN SHOURIE,BJP,M,,Planning,MoS,22-11-1999,01-09-2001,Rajya Sabha,NA,NA ,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1753.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1690.pdf,,mid_term,mid_term,0,
1999,13,,ARUN SHOURIE,BJP,M,,Statistics and Programme Implementation,MoS,22-11-1999,01-09-2001,Rajya Sabha,NA,NA ,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1753.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1690.pdf,,mid_term,mid_term,0,
1999,13,,ARUN SHOURIE,BJP,M,,"Personnel, Public Grievances and Pensions",MoS,22-11-1999,01-09-2001,Rajya Sabha,NA,NA ,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1753.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1690.pdf,,mid_term,mid_term,0,
1999,13,,ARUN SHOURIE,BJP,M,,Disinvestment,MoS(IC),24-07-2000,01-09-2001,Rajya Sabha,NA,NA ,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1668.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1690.pdf,,mid_term,mid_term,0,
1999,13,,ARUN SHOURIE,BJP,M,,Development of North Eastern Region,CM,01-09-2001,29-01-2003,Rajya Sabha,NA,NA ,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1690.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1712.pdf,,mid_term,mid_term,0,
1999,13,,ARUN SHOURIE,BJP,M,,Disinvestment,CM,01-09-2001,22-05-2004,Rajya Sabha,NA,NA ,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1690.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1469.pdf,,mid_term,end_of_term,0,
1999,13,,ARUN SHOURIE,BJP,M,,Commerce and Industry,CM,09-11-2002,29-01-2003,Rajya Sabha,NA,NA ,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1708.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1712.pdf,,mid_term,mid_term,0,
1999,13,,ARUN SHOURIE,BJP,M,,Communications and Information Technology,CM,29-01-2003,22-05-2004,Rajya Sabha,NA,NA ,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1712.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1469.pdf,,mid_term,end_of_term,0,
2009,15,28,ARUN SUBHASHCHANDRA YADAV,INC,M,OBC,Youth Affairs and Sports,MoS,28-05-2009,14-06-2009,Lok Sabha,KHANDWA,15_Madhya_Pradesh_28_0_1,Madhya_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_935.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_928.pdf,,mid_term,mid_term,1,"Former deputy chief minister Subhash Yadav's son, first elected in 2008 (by election)"
2009,15,28,ARUN SUBHASHCHANDRA YADAV,INC,M,OBC,Heavy Industries and Public Enterprises,MoS,14-06-2009,19-01-2011,Lok Sabha,KHANDWA,15_Madhya_Pradesh_28_0_1,Madhya_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_928.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_924.pdf,,mid_term,mid_term,1,"Former deputy chief minister Subhash Yadav's son, first elected in 2008 (by election)"
2009,15,28,ARUN SUBHASHCHANDRA YADAV,INC,M,OBC,Agriculture,MoS,19-01-2011,12-07-2011,Lok Sabha,KHANDWA,15_Madhya_Pradesh_28_0_1,Madhya_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_924.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_917.pdf,,mid_term,mid_term,1,"Former deputy chief minister Subhash Yadav's son, first elected in 2008 (by election)"
2009,15,28,ARUN SUBHASHCHANDRA YADAV,INC,M,OBC,Food Processing Industries,MoS,19-01-2011,12-07-2011,Lok Sabha,KHANDWA,15_Madhya_Pradesh_28_0_1,Madhya_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_924.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_917.pdf,,mid_term,mid_term,1,"Former deputy chief minister Subhash Yadav's son, first elected in 2008 (by election)"
1991,10,,ARVIND NETAM,INC,M,,Agriculture,MoS,18-01-1993,20-02-1996,Lok Sabha,KANKER,10_Madhya_Pradesh_19_0_1,Madhya_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1552.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1600.pdf,,mid_term,mid_term,1,Daughter Foolodevi Netam is a Congress member
2014,16,3,ASHOK GAJAPATHI RAJU PUSAPATI,TDP,M,OBC,Civil Aviation,CM,27-05-2014,09-03-2018,Lok Sabha,VIZIANAGARAM,16_Andhra_Pradesh_3_0_1,Andhra_Pradesh,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1782.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1388.pdf,,start_of_term,mid_term,1,
1991,10,,ASHOK GEHLOT,INC,M,,Textiles,MoS(IC),21-06-1991,17-01-1993,Lok Sabha,JODHPUR,10_Rajasthan_24_0_1,Rajasthan,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1551.pdf,,start_of_term,mid_term,1,Son Vaibhav Gehlot is a Congress member 
1999,13,,ASHOK PRADHAN,BJP,M,,"Consumer Affairs, Food and Public Distribution",MoS,02-09-2001,01-07-2002,Lok Sabha,KHURJA,13_Uttar_Pradesh_77_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1692.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1704.pdf,,mid_term,mid_term,1,Brother Gyan Chand was a member of Jan Sangh
1999,13,,ASHOK PRADHAN,BJP,M,,Labour,MoS,01-07-2002,29-01-2003,Lok Sabha,KHURJA,13_Uttar_Pradesh_77_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1704.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1712.pdf,,mid_term,mid_term,1,Brother Gyan Chand was a member of Jan Sangh
1999,13,,ASHOK PRADHAN,BJP,M,,Human Resource Development,MoS,29-01-2003,24-05-2003,Lok Sabha,KHURJA,13_Uttar_Pradesh_77_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1712.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1712.pdf,,mid_term,mid_term,1,Brother Gyan Chand was a member of Jan Sangh
1999,13,,ASHOK PRADHAN,BJP,M,,Communications and Information Technology,MoS,24-05-2003,22-05-2004,Lok Sabha,KHURJA,13_Uttar_Pradesh_77_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1719.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1469.pdf,,mid_term,end_of_term,1,Brother Gyan Chand was a member of Jan Sangh
1990,9,,ASHOKE KUMAR SEN,JD,M,,Steel and Mines,CM,21-11-1990,21-06-1991,Rajya Sabha,NA,NA ,West_Bengal,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1574.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,,mid_term,end_of_term,0,Father was a district magistrate. Brother Sukumar Sen was the first Chief Election Commisioner of India. Nephew Amartya Sen is an economist and philosopher.
2004,14,,ASHWANI KUMAR,INC,M,,Commerce and Industry,MoS,29-01-2006,22-05-2009,Rajya Sabha,NA,NA ,Punjab,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1477.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,mid_term,end_of_term,0,
2004,14,,ASHWANI KUMAR,INC,M,,Industrial Policy and Promotion,MoS,29-01-2006,22-05-2009,Rajya Sabha,NA,NA ,Punjab,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1477.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,mid_term,end_of_term,0,
2009,15,,ASHWANI KUMAR,INC,M,,Parliamentary Affairs,MoS,19-01-2011,12-07-2011,Rajya Sabha,NA,NA ,Punjab,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_924.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_917.pdf,,mid_term,mid_term,0,
2009,15,,ASHWANI KUMAR,INC,M,,Earth Sciences,MoS,19-01-2011,28-10-2012,Rajya Sabha,NA,NA ,Punjab,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_924.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_874.pdf,,mid_term,mid_term,0,
2009,15,,ASHWANI KUMAR,INC,M,,Planning,MoS,19-01-2011,28-10-2012,Rajya Sabha,NA,NA ,Punjab,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_924.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_874.pdf,,mid_term,mid_term,0,
2009,15,,ASHWANI KUMAR,INC,M,,Science and Technology,MoS,19-01-2011,28-10-2012,Rajya Sabha,NA,NA ,Punjab,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_924.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_874.pdf,,mid_term,mid_term,0,
2009,15,,ASHWANI KUMAR,INC,M,,Law and Justice,CM,28-10-2012,11-05-2013,Rajya Sabha,NA,NA ,Punjab,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_874.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_869.pdf,,mid_term,mid_term,0,
2014,16,33,ASHWINI KUMAR CHOUBEY,BJP,M,UC,Health and Family Welfare,MoS,03-09-2017,30-05-2019,Lok Sabha,BUXAR,16_Bihar_33_0_1,Bihar,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1269.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1856.pdf,,mid_term,end_of_term,1,
1991,10,,ASLAM SHER KHAN,INC,M,,PMO,MoS,15-09-1995,16-05-1996,Lok Sabha,BETUL,10_Madhya_Pradesh_28_0_1,Madhya_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1591.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1607.pdf,,mid_term,end_of_term,0,
1991,10,,ASLAM SHER KHAN,INC,M,,Welfare,MoS,15-09-1995,16-05-1996,Lok Sabha,BETUL,10_Madhya_Pradesh_28_0_1,Madhya_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1591.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1607.pdf,,mid_term,end_of_term,0,
1996,11,,ATAL BIHARI VAJPAYEE,BJP,M,UC,External Affairs,CM,16-05-1996,21-05-1996,Lok Sabha,LUCKNOW,11_Uttar_Pradesh_20_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1608.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1609.pdf,,start_of_term,mid_term,1,
1996,11,,ATAL BIHARI VAJPAYEE,BJP,M,UC,Chemicals and Fertilizers,CM,16-05-1996,01-06-1996,Lok Sabha,LUCKNOW,11_Uttar_Pradesh_20_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1608.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1610.pdf,,start_of_term,mid_term,1,
1996,11,,ATAL BIHARI VAJPAYEE,BJP,M,UC,"Civil Supplies, Consumer Affairs, and Public Distribution",CM,16-05-1996,01-06-1996,Lok Sabha,LUCKNOW,11_Uttar_Pradesh_20_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1608.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1610.pdf,,start_of_term,mid_term,1,
1996,11,,ATAL BIHARI VAJPAYEE,BJP,M,UC,Coal,CM,16-05-1996,01-06-1996,Lok Sabha,LUCKNOW,11_Uttar_Pradesh_20_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1608.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1610.pdf,,start_of_term,mid_term,1,
1996,11,,ATAL BIHARI VAJPAYEE,BJP,M,UC,Commerce,CM,16-05-1996,01-06-1996,Lok Sabha,LUCKNOW,11_Uttar_Pradesh_20_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1608.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1610.pdf,,start_of_term,mid_term,1,
1996,11,,ATAL BIHARI VAJPAYEE,BJP,M,UC,Communications,CM,16-05-1996,01-06-1996,Lok Sabha,LUCKNOW,11_Uttar_Pradesh_20_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1608.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1610.pdf,,start_of_term,mid_term,1,
1996,11,,ATAL BIHARI VAJPAYEE,BJP,M,UC,Environment and Forests,CM,16-05-1996,01-06-1996,Lok Sabha,LUCKNOW,11_Uttar_Pradesh_20_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1608.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1610.pdf,,start_of_term,mid_term,1,
1996,11,,ATAL BIHARI VAJPAYEE,BJP,M,UC,Food,CM,16-05-1996,01-06-1996,Lok Sabha,LUCKNOW,11_Uttar_Pradesh_20_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1608.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1610.pdf,,start_of_term,mid_term,1,
1996,11,,ATAL BIHARI VAJPAYEE,BJP,M,UC,Food Processing Industries,CM,16-05-1996,01-06-1996,Lok Sabha,LUCKNOW,11_Uttar_Pradesh_20_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1608.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1610.pdf,,start_of_term,mid_term,1,
1996,11,,ATAL BIHARI VAJPAYEE,BJP,M,UC,Human Resource Development,CM,16-05-1996,01-06-1996,Lok Sabha,LUCKNOW,11_Uttar_Pradesh_20_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1608.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1610.pdf,,start_of_term,mid_term,1,
1996,11,,ATAL BIHARI VAJPAYEE,BJP,M,UC,Labour,CM,16-05-1996,01-06-1996,Lok Sabha,LUCKNOW,11_Uttar_Pradesh_20_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1608.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1610.pdf,,start_of_term,mid_term,1,
1996,11,,ATAL BIHARI VAJPAYEE,BJP,M,UC,Mines,CM,16-05-1996,01-06-1996,Lok Sabha,LUCKNOW,11_Uttar_Pradesh_20_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1608.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1610.pdf,,start_of_term,mid_term,1,
1996,11,,ATAL BIHARI VAJPAYEE,BJP,M,UC,Non-Conventional Energy Sources,CM,16-05-1996,01-06-1996,Lok Sabha,LUCKNOW,11_Uttar_Pradesh_20_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1608.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1610.pdf,,start_of_term,mid_term,1,
1996,11,,ATAL BIHARI VAJPAYEE,BJP,M,UC,"Personnel, Public Grievances and Pensions",CM,16-05-1996,01-06-1996,Lok Sabha,LUCKNOW,11_Uttar_Pradesh_20_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1608.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1610.pdf,,start_of_term,mid_term,1,
1996,11,,ATAL BIHARI VAJPAYEE,BJP,M,UC,Petroleum and Natural Gas,CM,16-05-1996,01-06-1996,Lok Sabha,LUCKNOW,11_Uttar_Pradesh_20_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1608.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1610.pdf,,start_of_term,mid_term,1,
1996,11,,ATAL BIHARI VAJPAYEE,BJP,M,UC,Planning and Programme Implementation,CM,16-05-1996,01-06-1996,Lok Sabha,LUCKNOW,11_Uttar_Pradesh_20_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1608.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1610.pdf,,start_of_term,mid_term,1,
1996,11,,ATAL BIHARI VAJPAYEE,BJP,M,UC,Power,CM,16-05-1996,01-06-1996,Lok Sabha,LUCKNOW,11_Uttar_Pradesh_20_0_1,Uttar_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1608.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1610.pdf,,start_of_term,mid_term,1,
